İl,İl_Kodu,Kategori,Yıl,Toplam_Nüfus,Erkek,Kadın,Şehir,Köy,Çocuk_0_14,Genç_15_24,Yetişkin_25_64,Yaşlı_65+,Büyüme_Oranı_%,Nüfus_Yoğunluğu_km2
Kayseri,38,Orta Ölçek,2007,1182239,593483,588756,792100,390139,271914,189158,591119,130048,1.2,1414.2
Kayseri,38,Orta Ölçek,2008,1192659,598714,593945,811008,381651,274311,190825,596329,131194,1.2,1450.9
Kayseri,38,Orta Ölçek,2009,1212747,608798,603949,836795,375952,278931,194039,606373,133404,1.2,1550.8
Kayseri,38,Orta Ölçek,2010,1232348,618638,613710,862643,369705,283440,197175,616174,135559,1.2,1378.5
Kayseri,38,Orta Ölçek,2011,1238034,621493,616541,879004,359030,284747,198085,619017,136185,1.2,1305.9
Kayseri,38,Orta Ölçek,2012,1259786,632412,627374,907045,352741,289750,201565,629893,138578,1.2,2261.7
Kayseri,38,Orta Ölçek,2013,1272920,639005,633915,929231,343689,292771,203667,636460,140022,1.2,1476.7
Kayseri,38,Orta Ölçek,2014,1291094,648129,642965,955409,335685,296951,206575,645547,142021,1.2,1689.9
Kayseri,38,Orta Ölçek,2015,1305246,655233,650013,978934,326312,300206,208839,652623,143578,1.2,1742.7
Kayseri,38,Orta Ölçek,2016,1317959,661615,656344,1001648,316311,303130,210873,658979,144977,1.2,1993.9
Kayseri,38,Orta Ölçek,2017,1339304,672330,666974,1031264,308040,308039,214288,669652,147325,1.2,1842.2
Kayseri,38,Orta Ölçek,2018,1344762,675070,669692,1048914,295848,309295,215161,672381,147925,1.2,1710.9
Kayseri,38,Orta Ölçek,2019,1361387,683416,677971,1075495,285892,313119,217821,680693,149754,1.2,1506.0
Kayseri,38,Orta Ölçek,2020,1384509,695023,689486,1107607,276902,318437,221521,692254,152297,1.2,1576.9
Kayseri,38,Orta Ölçek,2021,1392829,699200,693629,1128191,264638,320350,222852,696414,153213,1.2,1820.7
Kayseri,38,Orta Ölçek,2022,1412192,708920,703272,1157997,254195,324804,225950,706096,155342,1.2,2307.5
Kayseri,38,Orta Ölçek,2023,1428286,716999,711287,1185477,242809,328505,228525,714143,157113,1.2,1514.6
Kayseri,38,Orta Ölçek,2024,1450970,728386,722584,1218814,232156,333723,232155,725485,159607,1.2,2156.0
Kırklareli,39,Küçük Şehir,2005,309485,155361,154124,201165,108320,71181,49517,154742,34045,0.8,366.7
Kırklareli,39,Küçük Şehir,2006,312141,156694,155447,206013,106128,71792,49942,156070,34337,0.8,405.4
Kırklareli,39,Küçük Şehir,2007,313660,157457,156203,210152,103508,72141,50185,156830,34504,0.8,523.6
Kırklareli,39,Küçük Şehir,2008,316413,158839,157574,215160,101253,72774,50626,158206,34807,0.8,335.9
Kırklareli,39,Küçük Şehir,2009,321025,161154,159871,221507,99518,73835,51364,160512,35314,0.8,549.7
Kırklareli,39,Küçük Şehir,2010,321426,161355,160071,224998,96428,73927,51428,160713,35358,0.8,535.7
Kırklareli,39,Küçük Şehir,2011,324664,162981,161683,230511,94153,74672,51946,162332,35714,0.8,551.2
Kırklareli,39,Küçük Şehir,2012,327229,164268,162961,235604,91625,75262,52356,163614,35997,0.8,401.0
Kırklareli,39,Küçük Şehir,2013,328576,164945,163631,239860,88716,75572,52572,164288,36144,0.8,370.4
Kırklareli,39,Küçük Şehir,2014,331166,166245,164921,245062,86104,76168,52986,165583,36429,0.8,436.9
Kırklareli,39,Küçük Şehir,2015,335478,168409,167069,251608,83870,77159,53676,167739,36904,0.8,432.3
Kırklareli,39,Küçük Şehir,2016,336809,169078,167731,255974,80835,77466,53889,168404,37050,0.8,360.6
Kırklareli,39,Küçük Şehir,2017,339978,170668,169310,261783,78195,78194,54396,169989,37399,0.8,395.3
Kırklareli,39,Küçük Şehir,2018,341740,171553,170187,266557,75183,78600,54678,170870,37592,0.8,424.5
Kırklareli,39,Küçük Şehir,2019,347312,174350,172962,274376,72936,79881,55569,173656,38206,0.8,509.3
Kırklareli,39,Küçük Şehir,2020,349123,175259,173864,279298,69825,80298,55859,174561,38405,0.8,549.8
Kırklareli,39,Küçük Şehir,2021,352949,177180,175769,285888,67061,81178,56471,176474,38826,0.8,394.8
Kırklareli,39,Küçük Şehir,2022,353308,177360,175948,289712,63596,81260,56529,176654,38865,0.8,383.6
Kırklareli,39,Küçük Şehir,2023,358309,179871,178438,297396,60913,82411,57329,179154,39415,0.8,531.6
Kırklareli,39,Küçük Şehir,2024,361746,181596,180150,303866,57880,83201,57879,180873,39793,0.8,397.5
Kırşehir,40,Küçük Şehir,2005,206237,103530,102707,134054,72183,47434,32997,103118,22688,0.8,255.2
Kırşehir,40,Küçük Şehir,2006,208932,104883,104049,137895,71037,48054,33429,104466,22983,0.8,259.9
Kırşehir,40,Küçük Şehir,2007,208547,104690,103857,139726,68821,47965,33367,104273,22942,0.8,222.8
Kırşehir,40,Küçük Şehir,2008,211401,106123,105278,143752,67649,48622,33824,105700,23255,0.8,300.3
Kırşehir,40,Küçük Şehir,2009,212370,106609,105761,146535,65835,48845,33979,106185,23361,0.8,348.1
Kırşehir,40,Küçük Şehir,2010,214376,107616,106760,150063,64313,49306,34300,107188,23582,0.8,250.7
Kırşehir,40,Küçük Şehir,2011,217160,109014,108146,154183,62977,49946,34745,108580,23889,0.8,375.1
Kırşehir,40,Küçük Şehir,2012,218036,109454,108582,156985,61051,50148,34885,109018,23985,0.8,244.2
Kırşehir,40,Küçük Şehir,2013,219581,110229,109352,160294,59287,50503,35132,109790,24156,0.8,266.2
Kırşehir,40,Küçük Şehir,2014,221240,111062,110178,163717,57523,50885,35398,110620,24337,0.8,332.2
Kırşehir,40,Küçük Şehir,2015,223345,112119,111226,167508,55837,51369,35735,111672,24569,0.8,272.4
Kırşehir,40,Küçük Şehir,2016,224689,112793,111896,170763,53926,51678,35950,112344,24717,0.8,236.8
Kırşehir,40,Küçük Şehir,2017,227445,114177,113268,175132,52313,52312,36391,113722,25020,0.8,316.8
Kırşehir,40,Küçük Şehir,2018,229671,115294,114377,179143,50528,52824,36747,114835,25265,0.8,338.7
Kırşehir,40,Küçük Şehir,2019,230931,115927,115004,182435,48496,53114,36948,115465,25404,0.8,336.1
Kırşehir,40,Küçük Şehir,2020,232710,116820,115890,186168,46542,53523,37233,116355,25599,0.8,262.4
Kırşehir,40,Küçük Şehir,2021,234351,117644,116707,189824,44527,53900,37496,117175,25780,0.8,251.7
Kırşehir,40,Küçük Şehir,2022,236665,118805,117860,194065,42600,54432,37866,118332,26035,0.8,335.2
Kırşehir,40,Küçük Şehir,2023,237670,119310,118360,197266,40404,54664,38027,118835,26144,0.8,419.2
Kırşehir,40,Küçük Şehir,2024,239303,120130,119173,201014,38289,55039,38288,119651,26325,0.8,276.0
Kocaeli,41,Büyük Şehir,2005,1493306,749639,743667,970648,522658,343460,238928,746653,164265,1.8,2222.2
Kocaeli,41,Büyük Şehir,2006,1524743,765420,759323,1006330,518413,350690,243958,762371,167724,1.8,1646.6
Kocaeli,41,Büyük Şehir,2007,1556260,781242,775018,1042694,513566,357939,249001,778130,171190,1.8,2646.7
Kocaeli,41,Büyük Şehir,2008,1579519,792918,786601,1074072,505447,363289,252723,789759,173748,1.8,2272.7
Kocaeli,41,Büyük Şehir,2009,1612748,809599,803149,1112796,499952,370932,258039,806374,177403,1.8,1828.5
Kocaeli,41,Büyük Şehir,2010,1642663,824616,818047,1149864,492799,377812,262826,821331,180694,1.8,2340.0
Kocaeli,41,Büyük Şehir,2011,1666278,836471,829807,1183057,483221,383243,266604,833139,183292,1.8,2052.1
Kocaeli,41,Büyük Şehir,2012,1696186,851485,844701,1221253,474933,390122,271389,848093,186582,1.8,1910.1
Kocaeli,41,Büyük Şehir,2013,1724229,865562,858667,1258687,465542,396572,275876,862114,189667,1.8,2092.5
Kocaeli,41,Büyük Şehir,2014,1748221,877606,870615,1293683,454538,402090,279715,874110,192306,1.8,2472.7
Kocaeli,41,Büyük Şehir,2015,1780166,893643,886523,1335124,445042,409438,284826,890083,195819,1.8,2317.9
Kocaeli,41,Büyük Şehir,2016,1824892,916095,908797,1386917,437975,419725,291982,912446,200739,1.8,2169.9
Kocaeli,41,Büyük Şehir,2017,1855471,931446,924025,1428712,426759,426758,296875,927735,204103,1.8,2243.6
Kocaeli,41,Büyük Şehir,2018,1893671,950622,943049,1477063,416608,435544,302987,946835,208305,1.8,2491.7
Kocaeli,41,Büyük Şehir,2019,1919856,963767,956089,1516686,403170,441566,307176,959928,211186,1.8,2823.3
Kocaeli,41,Büyük Şehir,2020,1963336,985594,977742,1570668,392668,451567,314133,981668,215968,1.8,2883.0
Kocaeli,41,Büyük Şehir,2021,1985401,996671,988730,1608174,377227,456642,317664,992700,218395,1.8,2355.2
Kocaeli,41,Büyük Şehir,2022,2024203,1016149,1008054,1659846,364357,465566,323872,1012101,222664,1.8,3545.0
Kocaeli,41,Büyük Şehir,2023,2056376,1032300,1024076,1706792,349584,472966,329020,1028188,226202,1.8,2197.0
Kocaeli,41,Büyük Şehir,2024,2101620,1055013,1046607,1765360,336260,483372,336259,1050810,231179,1.8,3095.2
Konya,42,Büyük Şehir,2005,1655211,830915,824296,1075887,579324,380698,264833,827605,182075,1.8,1972.8
Konya,42,Büyük Şehir,2006,1675979,841341,834638,1106146,569833,385475,268156,837989,184359,1.8,2551.0
Konya,42,Büyük Şehir,2007,1712530,859690,852840,1147395,565135,393881,274004,856265,188380,1.8,2474.8
Konya,42,Büyük Şehir,2008,1749520,878259,871261,1189673,559847,402389,279923,874760,192448,1.8,2070.4
Konya,42,Büyük Şehir,2009,1766598,886832,879766,1218952,547646,406317,282655,883299,194327,1.8,2446.8
Konya,42,Büyük Şehir,2010,1806661,906943,899718,1264662,541999,415532,289065,903330,198734,1.8,2649.1
Konya,42,Büyük Şehir,2011,1835579,921460,914119,1303261,532318,422183,293692,917789,201915,1.8,2055.5
Konya,42,Büyük Şehir,2012,1870207,938843,931364,1346549,523658,430147,299233,935103,205724,1.8,3263.9
Konya,42,Büyük Şehir,2013,1912949,960300,952649,1396452,516497,439978,306071,956474,210426,1.8,2653.2
Konya,42,Büyük Şehir,2014,1944716,976247,968469,1439089,505627,447284,311154,972358,213920,1.8,2678.7
Konya,42,Büyük Şehir,2015,1967350,987609,979741,1475512,491838,452490,314776,983675,216409,1.8,2115.4
Konya,42,Büyük Şehir,2016,2020108,1014094,1006014,1535282,484826,464624,323217,1010054,222213,1.8,2193.4
Konya,42,Büyük Şehir,2017,2053128,1030670,1022458,1580908,472220,472219,328500,1026564,225845,1.8,2522.3
Konya,42,Büyük Şehir,2018,2083388,1045860,1037528,1625042,458346,479179,333342,1041694,229173,1.8,3382.1
Konya,42,Büyük Şehir,2019,2113213,1060832,1052381,1669438,443775,486038,338114,1056606,232455,1.8,2762.4
Konya,42,Büyük Şehir,2020,2162019,1085333,1076686,1729615,432404,497264,345923,1081009,237823,1.8,3621.5
Konya,42,Büyük Şehir,2021,2192484,1100626,1091858,1775912,416572,504271,350797,1096242,241174,1.8,2404.0
Konya,42,Büyük Şehir,2022,2232613,1120771,1111842,1830742,401871,513500,357218,1116306,245589,1.8,3923.7
Konya,42,Büyük Şehir,2023,2284193,1146664,1137529,1895880,388313,525364,365470,1142096,251263,1.8,2472.1
Konya,42,Büyük Şehir,2024,2319929,1164604,1155325,1948740,371189,533583,371188,1159964,255194,1.8,3024.7
Kütahya,43,Orta Ölçek,2005,453896,227855,226041,295032,158864,104396,72623,226948,49929,1.2,526.0
Kütahya,43,Orta Ölçek,2006,460109,230974,229135,303671,156438,105825,73617,230054,50613,1.2,832.0
Kütahya,43,Orta Ölçek,2007,463226,232539,230687,310361,152865,106541,74116,231613,50956,1.2,519.3
Kütahya,43,Orta Ölçek,2008,468608,235241,233367,318653,149955,107779,74977,234304,51548,1.2,563.9
Kütahya,43,Orta Ölçek,2009,475316,238608,236708,327968,147348,109322,76050,237658,52286,1.2,596.4
Kütahya,43,Orta Ölçek,2010,483440,242686,240754,338408,145032,111191,77350,241720,53179,1.2,787.4
Kütahya,43,Orta Ölçek,2011,487519,244734,242785,346138,141381,112129,78003,243759,53628,1.2,559.7
Kütahya,43,Orta Ölçek,2012,495005,248492,246513,356403,138602,113851,79200,247502,54452,1.2,563.8
Kütahya,43,Orta Ölçek,2013,499964,250981,248983,364973,134991,114991,79994,249982,54997,1.2,761.0
Kütahya,43,Orta Ölçek,2014,505655,253838,251817,374184,131471,116300,80904,252827,55624,1.2,703.3
Kütahya,43,Orta Ölçek,2015,511711,256878,254833,383783,127928,117693,81873,255855,56290,1.2,601.3
Kütahya,43,Orta Ölçek,2016,518999,260537,258462,394439,124560,119369,83039,259499,57092,1.2,736.2
Kütahya,43,Orta Ölçek,2017,522671,262380,260291,402456,120215,120214,83627,261335,57495,1.2,895.0
Kütahya,43,Orta Ölçek,2018,531743,266934,264809,414759,116984,122300,85078,265871,58494,1.2,670.5
Kütahya,43,Orta Ölçek,2019,535357,268749,266608,422932,112425,123132,85657,267678,58890,1.2,614.6
Kütahya,43,Orta Ölçek,2020,542154,272161,269993,433723,108431,124695,86744,271077,59638,1.2,881.6
Kütahya,43,Orta Ölçek,2021,551521,276863,274658,446732,104789,126849,88243,275760,60669,1.2,618.3
Kütahya,43,Orta Ölçek,2022,555142,278681,276461,455216,99926,127682,88822,277571,61067,1.2,789.7
Kütahya,43,Orta Ölçek,2023,565649,283955,281694,469488,96161,130099,90503,282824,62223,1.2,813.9
Kütahya,43,Orta Ölçek,2024,570613,286447,284166,479314,91299,131240,91298,285306,62769,1.2,765.9
Malatya,44,Orta Ölçek,2005,646449,324517,321932,420191,226258,148683,103431,323224,71111,1.2,757.9
Malatya,44,Orta Ölçek,2006,655459,329040,326419,432602,222857,150755,104873,327729,72102,1.2,1105.3
Malatya,44,Orta Ölçek,2007,663694,333174,330520,444674,219020,152649,106191,331847,73007,1.2,968.9
Malatya,44,Orta Ölçek,2008,668274,335473,332801,454426,213848,153703,106923,334137,73511,1.2,909.2
Malatya,44,Orta Ölçek,2009,679703,341210,338493,468995,210708,156331,108752,339851,74769,1.2,794.0
Malatya,44,Orta Ölçek,2010,686966,344856,342110,480876,206090,158002,109914,343483,75567,1.2,1017.7
Malatya,44,Orta Ölçek,2011,693529,348151,345378,492405,201124,159511,110964,346764,76290,1.2,1138.8
Malatya,44,Orta Ölçek,2012,699430,351113,348317,503589,195841,160868,111908,349715,76939,1.2,809.5
Malatya,44,Orta Ölçek,2013,709453,356145,353308,517900,191553,163174,113512,354726,78041,1.2,1073.3
Malatya,44,Orta Ölçek,2014,716264,359564,356700,530035,186229,164740,114602,358132,78790,1.2,947.4
Malatya,44,Orta Ölçek,2015,725941,364422,361519,544455,181486,166966,116150,362970,79855,1.2,1078.7
Malatya,44,Orta Ölçek,2016,736645,369795,366850,559850,176795,169428,117863,368322,81032,1.2,819.4
Malatya,44,Orta Ölçek,2017,747168,375078,372090,575319,171849,171848,119546,373584,82190,1.2,1327.1
Malatya,44,Orta Ölçek,2018,751836,377421,374415,586432,165404,172922,120293,375918,82703,1.2,794.8
Malatya,44,Orta Ölçek,2019,764279,383668,380611,603780,160499,175784,122284,382139,84072,1.2,808.8
Malatya,44,Orta Ölçek,2020,774014,388555,385459,619211,154803,178023,123842,387007,85142,1.2,1115.3
Malatya,44,Orta Ölçek,2021,778158,390635,387523,630307,147851,178976,124505,389079,85598,1.2,1136.0
Malatya,44,Orta Ölçek,2022,793682,398428,395254,650819,142863,182546,126989,396841,87306,1.2,896.8
Malatya,44,Orta Ölçek,2023,801681,402443,399238,665395,136286,184386,128268,400840,88187,1.2,1049.3
Malatya,44,Orta Ölçek,2024,812675,407962,404713,682647,130028,186915,130028,406337,89395,1.2,885.3
Manisa,45,Orta Ölçek,2005,1180843,592783,588060,767547,413296,271593,188934,590421,129895,1.2,1317.9
Manisa,45,Orta Ölçek,2006,1199190,601993,597197,791465,407725,275813,191870,599595,131912,1.2,1598.9
Manisa,45,Orta Ölçek,2007,1208827,606831,601996,809914,398913,278030,193412,604413,132972,1.2,1897.7
Manisa,45,Orta Ölçek,2008,1223654,614274,609380,832084,391570,281440,195784,611827,134603,1.2,1618.6
Manisa,45,Orta Ölçek,2009,1238217,621584,616633,854369,383848,284789,198114,619108,136206,1.2,1756.3
Manisa,45,Orta Ölçek,2010,1250524,627763,622761,875366,375158,287620,200083,625262,137559,1.2,1337.5
Manisa,45,Orta Ölçek,2011,1268449,636761,631688,900598,367851,291743,202951,634224,139531,1.2,1449.7
Manisa,45,Orta Ölçek,2012,1277436,641272,636164,919753,357683,293810,204389,638718,140519,1.2,1794.2
Manisa,45,Orta Ölçek,2013,1297847,651519,646328,947428,350419,298504,207655,648923,142765,1.2,1825.4
Manisa,45,Orta Ölçek,2014,1313942,659598,654344,972317,341625,302206,210230,656971,144535,1.2,1648.6
Manisa,45,Orta Ölçek,2015,1330736,668029,662707,998052,332684,306069,212917,665368,146382,1.2,1676.0
Manisa,45,Orta Ölçek,2016,1345717,675549,670168,1022744,322973,309514,215314,672858,148031,1.2,2261.7
Manisa,45,Orta Ölçek,2017,1363739,684596,679143,1050079,313660,313659,218198,681869,150013,1.2,1757.4
Manisa,45,Orta Ölçek,2018,1370966,688224,682742,1069353,301613,315322,219354,685483,150807,1.2,2452.5
Manisa,45,Orta Ölçek,2019,1395429,700505,694924,1102388,293041,320948,223268,697714,153499,1.2,1814.6
Manisa,45,Orta Ölçek,2020,1413188,709420,703768,1130550,282638,325033,226110,706594,155451,1.2,2087.4
Manisa,45,Orta Ölçek,2021,1422643,714166,708477,1152340,270303,327207,227622,711321,156493,1.2,2415.4
Manisa,45,Orta Ölçek,2022,1439638,722698,716940,1180503,259135,331116,230342,719819,158361,1.2,1578.6
Manisa,45,Orta Ölçek,2023,1458926,732380,726546,1210908,248018,335552,233428,729463,160483,1.2,1759.9
Manisa,45,Orta Ölçek,2024,1481051,743487,737564,1244082,236969,340641,236968,740525,162917,1.2,2476.7
Kahramanmaraş,46,Orta Ölçek,2005,940902,472332,468570,611586,329316,216407,150544,470451,103500,1.2,1030.6
Kahramanmaraş,46,Orta Ölçek,2006,950702,477252,473450,627463,323239,218661,152112,475351,104578,1.2,1627.9
Kahramanmaraş,46,Orta Ölçek,2007,964413,484135,480278,646156,318257,221814,154306,482206,106087,1.2,1026.0
Kahramanmaraş,46,Orta Ölçek,2008,978436,491174,487262,665336,313100,225040,156549,489218,107629,1.2,1166.2
Kahramanmaraş,46,Orta Ölçek,2009,984630,494284,490346,679394,305236,226464,157540,492315,108311,1.2,1441.6
Kahramanmaraş,46,Orta Ölçek,2010,998354,501173,497181,698847,299507,229621,159736,499177,109820,1.2,1639.3
Kahramanmaraş,46,Orta Ölçek,2011,1012269,508159,504110,718710,293559,232821,161963,506134,111351,1.2,1216.7
Kahramanmaraş,46,Orta Ölçek,2012,1025809,514956,510853,738582,287227,235936,164129,512904,112840,1.2,1678.9
Kahramanmaraş,46,Orta Ölçek,2013,1038964,521559,517405,758443,280521,238961,166234,519482,114287,1.2,1118.4
Kahramanmaraş,46,Orta Ölçek,2014,1046574,525380,521194,774464,272110,240712,167451,523287,115124,1.2,1441.6
Kahramanmaraş,46,Orta Ölçek,2015,1059244,531740,527504,794433,264811,243626,169479,529622,116517,1.2,1312.6
Kahramanmaraş,46,Orta Ölçek,2016,1077153,540730,536423,818636,258517,247745,172344,538576,118488,1.2,1816.4
Kahramanmaraş,46,Orta Ölçek,2017,1090469,547415,543054,839661,250808,250807,174475,545234,119953,1.2,1195.7
Kahramanmaraş,46,Orta Ölçek,2018,1093519,548946,544573,852944,240575,251509,174963,546759,120288,1.2,1646.9
Kahramanmaraş,46,Orta Ölçek,2019,1107896,556163,551733,875237,232659,254816,177263,553948,121869,1.2,1459.7
Kahramanmaraş,46,Orta Ölçek,2020,1126135,565319,560816,900908,225227,259011,180181,563067,123876,1.2,1233.4
Kahramanmaraş,46,Orta Ölçek,2021,1137828,571189,566639,921640,216188,261700,182052,568914,125162,1.2,1958.4
Kahramanmaraş,46,Orta Ölçek,2022,1155300,579960,575340,947346,207954,265719,184848,577650,127083,1.2,1805.2
Kahramanmaraş,46,Orta Ölçek,2023,1160846,582744,578102,963502,197344,266994,185735,580423,127694,1.2,1677.5
Kahramanmaraş,46,Orta Ölçek,2024,1177695,591202,586493,989263,188432,270869,188431,588847,129548,1.2,1498.3
Mardin,47,Orta Ölçek,2005,694875,348827,346048,451668,243207,159821,111180,347437,76437,1.2,936.5
Mardin,47,Orta Ölçek,2006,702701,352755,349946,463782,238919,161621,112432,351350,77298,1.2,825.7
Mardin,47,Orta Ölçek,2007,713033,357942,355091,477732,235301,163997,114085,356516,78435,1.2,1114.1
Mardin,47,Orta Ölçek,2008,718624,360749,357875,488664,229960,165283,114979,359312,79050,1.2,1016.4
Mardin,47,Orta Ölçek,2009,727121,365014,362107,501713,225408,167237,116339,363560,79985,1.2,812.4
Mardin,47,Orta Ölçek,2010,732942,367936,365006,513059,219883,168576,117270,366471,80625,1.2,863.3
Mardin,47,Orta Ölçek,2011,744048,373512,370536,528274,215774,171131,119047,372024,81846,1.2,1043.5
Mardin,47,Orta Ölçek,2012,752809,377910,374899,542022,210787,173146,120449,376404,82810,1.2,855.5
Mardin,47,Orta Ölçek,2013,763565,383309,380256,557402,206163,175619,122170,381782,83994,1.2,863.8
Mardin,47,Orta Ölçek,2014,769858,386468,383390,569694,200164,177067,123177,384929,84685,1.2,1241.7
Mardin,47,Orta Ölçek,2015,780936,392029,388907,585702,195234,179615,124949,390468,85904,1.2,851.6
Mardin,47,Orta Ölçek,2016,792790,397980,394810,602520,190270,182341,126846,396395,87208,1.2,1388.4
Mardin,47,Orta Ölçek,2017,796605,399895,396710,613385,183220,183219,127456,398302,87628,1.2,1404.9
Mardin,47,Orta Ölçek,2018,809457,406347,403110,631376,178081,186175,129513,404728,89041,1.2,1201.0
Mardin,47,Orta Ölçek,2019,819875,411577,408298,647701,172174,188571,131180,409937,90187,1.2,1198.6
Mardin,47,Orta Ölçek,2020,830648,416985,413663,664518,166130,191049,132903,415324,91372,1.2,1091.5
Mardin,47,Orta Ölçek,2021,837913,420632,417281,678709,159204,192719,134066,418956,92172,1.2,901.0
Mardin,47,Orta Ölçek,2022,852053,427730,424323,698683,153370,195972,136328,426026,93727,1.2,920.1
Mardin,47,Orta Ölçek,2023,861325,432385,428940,714899,146426,198104,137812,430662,94747,1.2,1543.6
Mardin,47,Orta Ölçek,2024,870105,436792,433313,730888,139217,200124,139216,435052,95713,1.2,955.1
Muğla,48,Orta Ölçek,2005,834633,418985,415648,542511,292122,191965,133541,417316,91811,1.2,938.8
Muğla,48,Orta Ölçek,2006,843231,423301,419930,556532,286699,193943,134916,421615,92757,1.2,888.5
Muğla,48,Orta Ölçek,2007,853559,428486,425073,571884,281675,196318,136569,426779,93893,1.2,980.0
Muğla,48,Orta Ölçek,2008,870089,436784,433305,591660,278429,200120,139214,435044,95711,1.2,1127.1
Muğla,48,Orta Ölçek,2009,881691,442608,439083,608366,273325,202788,141070,440845,96988,1.2,1076.5
Muğla,48,Orta Ölçek,2010,890617,447089,443528,623431,267186,204841,142498,445308,97970,1.2,1206.8
Muğla,48,Orta Ölçek,2011,899757,451678,448079,638827,260930,206944,143961,449878,98974,1.2,1586.9
Muğla,48,Orta Ölçek,2012,914380,459018,455362,658353,256027,210307,146300,457190,100583,1.2,1354.6
Muğla,48,Orta Ölçek,2013,919427,461552,457875,671181,248246,211468,147108,459713,101138,1.2,1571.7
Muğla,48,Orta Ölçek,2014,933928,468831,465097,691106,242822,214803,149428,466964,102733,1.2,1588.3
Muğla,48,Orta Ölçek,2015,941822,472794,469028,706366,235456,216619,150691,470911,103601,1.2,1533.9
Muğla,48,Orta Ölçek,2016,949806,476802,473004,721852,227954,218455,151968,474903,104480,1.2,1531.9
Muğla,48,Orta Ölçek,2017,967732,485801,481931,745153,222579,222578,154837,483866,106451,1.2,1082.5
Muğla,48,Orta Ölçek,2018,974047,488971,485076,759756,214291,224030,155847,487023,107147,1.2,1064.5
Muğla,48,Orta Ölçek,2019,990282,497121,493161,782322,207960,227764,158445,495141,108932,1.2,1661.5
Muğla,48,Orta Ölçek,2020,999456,501726,497730,799564,199892,229874,159912,499728,109942,1.2,1164.9
Muğla,48,Orta Ölçek,2021,1008378,506205,502173,816786,191592,231926,161340,504189,110923,1.2,1214.9
Muğla,48,Orta Ölçek,2022,1025758,514930,510828,841121,184637,235924,164121,512879,112834,1.2,1290.3
Muğla,48,Orta Ölçek,2023,1032396,518262,514134,856888,175508,237451,165183,516198,113564,1.2,1167.9
Muğla,48,Orta Ölçek,2024,1048655,526424,522231,880870,167785,241190,167784,524327,115354,1.2,1820.6
Muş,49,Küçük Şehir,2005,343915,172645,171270,223544,120371,79100,55026,171957,37832,0.8,378.3
Muş,49,Küçük Şehir,2006,347333,174361,172972,229239,118094,79886,55573,173666,38208,0.8,504.1
Muş,49,Küçük Şehir,2007,349656,175527,174129,234269,115387,80420,55944,174828,38464,0.8,468.7
Muş,49,Küçük Şehir,2008,351301,176353,174948,238884,112417,80799,56208,175650,38644,0.8,590.4
Muş,49,Küçük Şehir,2009,355329,178375,176954,245177,110152,81725,56852,177664,39088,0.8,520.2
Muş,49,Küçük Şehir,2010,357694,179562,178132,250385,107309,82269,57231,178847,39347,0.8,587.3
Muş,49,Küçük Şehir,2011,359518,180478,179040,255257,104261,82689,57522,179759,39548,0.8,399.0
Muş,49,Küçük Şehir,2012,365151,183305,181846,262908,102243,83984,58424,182575,40168,0.8,493.4
Muş,49,Küçük Şehir,2013,365304,183382,181922,266671,98633,84019,58448,182652,40185,0.8,399.7
Muş,49,Küçük Şehir,2014,367663,184566,183097,272070,95593,84562,58826,183831,40444,0.8,525.2
Muş,49,Küçük Şehir,2015,372168,186828,185340,279126,93042,85598,59546,186084,40940,0.8,439.9
Muş,49,Küçük Şehir,2016,375857,188680,187177,285651,90206,86447,60137,187928,41345,0.8,596.6
Muş,49,Küçük Şehir,2017,376834,189170,187664,290162,86672,86671,60293,188417,41453,0.8,559.1
Muş,49,Küçük Şehir,2018,380510,191016,189494,296797,83713,87517,60881,190255,41857,0.8,459.6
Muş,49,Küçük Şehir,2019,384158,192847,191311,303484,80674,88356,61465,192079,42258,0.8,504.8
Muş,49,Küçük Şehir,2020,388678,195116,193562,310942,77736,89395,62188,194339,42756,0.8,485.2
Muş,49,Küçük Şehir,2021,390781,196172,194609,316532,74249,89879,62524,195390,42988,0.8,434.7
Muş,49,Küçük Şehir,2022,394250,197913,196337,323285,70965,90677,63080,197125,43368,0.8,577.2
Muş,49,Küçük Şehir,2023,395068,198324,196744,327906,67162,90865,63210,197534,43459,0.8,640.3
Muş,49,Küçük Şehir,2024,401620,201613,200007,337360,64260,92372,64259,200810,44179,0.8,551.7
Nevşehir,50,Küçük Şehir,2005,267007,134037,132970,173554,93453,61411,42721,133503,29372,0.8,307.6
Nevşehir,50,Küçük Şehir,2006,269780,135429,134351,178054,91726,62049,43164,134890,29677,0.8,304.1
Nevşehir,50,Küçük Şehir,2007,270277,135679,134598,181085,89192,62163,43244,135138,29732,0.8,485.2
Nevşehir,50,Küçük Şehir,2008,271694,136390,135304,184751,86943,62489,43471,135847,29887,0.8,431.9
Nevşehir,50,Küçük Şehir,2009,275010,138055,136955,189756,85254,63252,44001,137505,30252,0.8,322.0
Nevşehir,50,Küçük Şehir,2010,276765,138936,137829,193735,83030,63655,44282,138382,30446,0.8,332.3
Nevşehir,50,Küçük Şehir,2011,278369,139741,138628,197641,80728,64024,44539,139184,30622,0.8,310.0
Nevşehir,50,Küçük Şehir,2012,282110,141619,140491,203119,78991,64885,45137,141055,31033,0.8,323.2
